approach,dataset,depth,obs_count,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc,mean_solv_time,std_solve_time,mean_gap,std_gap,mean_train_cart,mean_test_cart,enc_features
OCT,soybean-small_enc.csv,3,35,1.0,0.0,1.0,0.0,13.521354079246521,3.2066342385741486,0.07955449482895331,0.0,1.0,1.0,46
OCT,soybean-small_enc.csv,4,35,1.0,0.0,1.0,0.0,47.70276194810867,12.971902149382203,0.08943753813795191,0.011484977383615716,1.0,1.0,46
OCT,soybean-small_enc.csv,5,35,1.0,0.0,0.9791666666666666,0.04166666666666671,179.47622746229175,169.0005591461079,0.08443527973304002,0.01903724659301594,1.0,1.0,46
binOCT,balance-scale_enc.csv,2,468,0.6816239316239316,0.00971380462748282,0.6815286624203821,0.02895579978128631,29.206117689609528,3.5366084652723675,0.0,0.0,0.6800213675213675,0.6863057324840763,21
binOCT,balance-scale_enc.csv,3,468,0.7313034188034188,0.009772380864681117,0.7101910828025477,0.02354678663781192,602.468751013279,0.20690762202525376,75.68744623196326,8.36099253621974,0.7013888888888888,0.697452229299363,21
binOCT,balance-scale_enc.csv,4,468,0.7708333333333333,0.005619563332642345,0.7340764331210191,0.043936734791029525,605.535921394825,0.3095532325216098,100.0,0.0,0.7232905982905983,0.697452229299363,21
binOCT,balance-scale_enc.csv,5,468,0.8044871794871795,0.010540347996402202,0.7468152866242038,0.06205425794342036,614.1112499833107,0.1362848397445636,100.0,0.0,0.7916666666666666,0.7292993630573248,21
binOCT,breast-cancer_enc.csv,2,207,0.78743961352657,0.011833283781561245,0.7071428571428572,0.03400680204068024,104.87059891223907,7.481263022593861,0.06248370572028775,0.04281627385963633,0.7765700483091786,0.7428571428571429,39
binOCT,breast-cancer_enc.csv,3,207,0.820048309178744,0.010711863684098292,0.7071428571428571,0.04738035414793428,601.9439136385918,0.04748129075594742,100.0,0.0,0.7934782608695652,0.7071428571428571,39
binOCT,breast-cancer_enc.csv,4,207,0.857487922705314,0.012781407299828903,0.6714285714285714,0.09965928350693502,604.5702018737794,0.21450098830445957,100.0,0.0,0.8200483091787439,0.7178571428571429,39
binOCT,breast-cancer_enc.csv,5,207,0.8719806763285025,0.017859157015152043,0.6714285714285715,0.042056004125370694,611.7920989394188,0.3395138581198457,100.0,0.0,0.8538647342995169,0.7250000000000001,39
