approach,dataset,nrow,depth,lambda,time_limit,status,obj_value,train_acc,gap,node_count,solving_time,cb_time_int,cb_time_int_suc,cb_counter_int,cb_counter_int_suc,test_acc,calib_acc,sample,warmstart
BendersOCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,100.0,1.3252527713775637,0.7214529514312744,0.6935617923736572,17.0,15.0,1.0,1.0,2,1.0
Cart,synthetic500_10_2.csv,375,2,0.0,600,,,0.8693333333333333,,,0.0029928684234619,,,,,0.888,0.9032258064516128,2,
FlowOCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,60.0,7.109257698059082,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
binOCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,0.0,1.0,0.0,1.0,1.166877031326294,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
OCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,1500.0,1.0,0.0,20.0,8.816556692123413,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
BendersOCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,281.0,2.023064613342285,0.8249132633209229,0.7989513874053955,20.0,18.0,1.0,1.0,3,1.0
Cart,synthetic500_10_2.csv,375,2,0.0,600,,,0.8613333333333333,,,0.0042331218719482,,,,,0.912,0.8629032258064516,3,
FlowOCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,150.0,6.278000593185425,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
binOCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,0.0,1.0,0.0,912.0,6.192023515701294,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
OCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,1500.0,1.0,0.0,5.0,6.747354984283447,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
BendersOCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,95.0,1.479722499847412,0.9117305278778076,0.8838038444519043,20.0,18.0,1.0,1.0,4,1.0
Cart,synthetic500_10_2.csv,375,2,0.0,600,,,0.888,,,0.0030281543731689,,,,,0.832,0.8790322580645161,4,
FlowOCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,1.0,1.745079755783081,0.0,0.0,0.0,0.0,1.0,1.0,4,1.0
binOCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,0.0,1.0,0.0,1.0,1.2535340785980225,0.0,0.0,0.0,0.0,1.0,1.0,4,1.0
OCT,synthetic500_10_2.csv,375,2,0.0,600,2.0,1500.0,1.0,0.0,62.0,9.81117057800293,0.0,0.0,0.0,0.0,1.0,1.0,4,1.0
BendersOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,817.0,4.765390157699585,1.9811604022979736,1.8625388145446775,34.0,29.0,1.0,1.0,1,1.0
Cart,synthetic500_10_3.csv,375,3,0.0,600,,,0.952,,,0.0019893646240234,,,,,0.96,0.9516129032258064,1,
FlowOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,3035.0,265.6508541107178,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0
binOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,0.0,1.0,0.0,3642.0,36.5785129070282,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0
OCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,3000.0,1.0,0.0,2186.0,232.91855907440183,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0
BendersOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,2379.0,16.87996745109558,2.1364011764526367,2.0505709648132324,38.0,34.0,0.992,1.0,2,1.0
Cart,synthetic500_10_3.csv,375,3,0.0,600,,,0.9573333333333334,,,0.0009982585906982,,,,,0.944,0.935483870967742,2,
FlowOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,852.0,44.53461194038391,0.0,0.0,0.0,0.0,0.992,1.0,2,1.0
binOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,0.0,1.0,0.0,12493.0,84.95287084579468,0.0,0.0,0.0,0.0,0.992,1.0,2,1.0
OCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,3000.0,1.0,0.0,3020.0,320.5990459918976,0.0,0.0,0.0,0.0,0.992,1.0,2,1.0
BendersOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,224.0,1.984994649887085,1.3346765041351318,1.244926691055298,26.0,22.0,1.0,1.0,3,1.0
Cart,synthetic500_10_3.csv,375,3,0.0,600,,,0.9493333333333334,,,0.0029940605163574,,,,,0.96,0.9596774193548387,3,
FlowOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,4043.0,221.47637605667117,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
binOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,0.0,1.0,0.0,12180.0,151.28736543655396,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
OCT,synthetic500_10_3.csv,375,3,0.0,600,9.0,2991.0,0.976,0.3009027081243731,4541.0,601.2070722579956,0.0,0.0,0.0,0.0,0.96,0.9758064516129032,3,1.0
BendersOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,1187.0,11.92533540725708,1.888310670852661,1.7915401458740234,37.0,33.0,1.0,1.0,4,1.0
Cart,synthetic500_10_3.csv,375,3,0.0,600,,,0.944,,,0.001993179321289,,,,,0.976,0.9596774193548387,4,
FlowOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,2449.0,104.5361828804016,0.0,0.0,0.0,0.0,1.0,1.0,4,1.0
binOCT,synthetic500_10_3.csv,375,3,0.0,600,2.0,0.0,1.0,0.0,15182.0,134.16429686546326,0.0,0.0,0.0,0.0,1.0,1.0,4,1.0
OCT,synthetic500_10_3.csv,375,3,0.0,600,9.0,2980.0,0.9466666666666668,0.6711409395973155,3493.0,601.2930607795715,0.0,0.0,0.0,0.0,0.976,0.9596774193548387,4,1.0
BendersOCT,synthetic500_10_4.csv,375,4,0.0,600,2.0,-0.0,1.0,0.0,65578.0,464.5163753032684,5.279315710067749,5.051853179931641,88.0,80.0,0.976,1.0,1,1.0
Cart,synthetic500_10_4.csv,375,4,0.0,600,,,0.9413333333333334,,,0.0019941329956054,,,,,0.848,0.9758064516129032,1,
FlowOCT,synthetic500_10_4.csv,375,4,0.0,600,2.0,-0.0,1.0,0.0,293.0,159.3319911956787,0.0,0.0,0.0,0.0,0.976,1.0,1,1.0
binOCT,synthetic500_10_4.csv,375,4,0.0,600,2.0,0.0,1.0,0.0,802.0,16.980253219604492,0.0,0.0,0.0,0.0,0.976,1.0,1,1.0
OCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,5974.0,0.9306666666666666,0.4352192835621024,1573.0,603.1132073402405,0.0,0.0,0.0,0.0,0.896,0.9274193548387096,1,1.0
BendersOCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,-2.0,0.9946666666666668,100.0,71641.0,600.0274214744568,5.133048534393311,4.924608945846558,80.0,72.0,0.992,1.0,2,1.0
Cart,synthetic500_10_4.csv,375,4,0.0,600,,,0.944,,,0.0019886493682861,,,,,0.92,0.935483870967742,2,
FlowOCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,-4.99999986716665,0.9866666666666668,99.99999999998408,3105.0,602.2180862426758,0.0,0.0,0.0,0.0,0.992,1.0,2,1.0
binOCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,5.0,0.9866666666666668,99.99999999999996,58049.0,603.7421565055847,0.0,0.0,0.0,0.0,0.992,1.0,2,1.0
OCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,5949.0,0.864,0.8572869389813415,1558.0,603.2037739753723,0.0,0.0,0.0,0.0,0.856,0.8629032258064516,2,1.0
BendersOCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,-5.0,0.9866666666666668,100.0,73800.0,600.0243175029755,4.527547121047974,4.428776264190674,62.0,58.0,0.992,0.9838709677419356,3,1.0
Cart,synthetic500_10_4.csv,375,4,0.0,600,,,0.952,,,0.0019948482513427,,,,,0.96,0.9516129032258064,3,
FlowOCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,-5.0,0.9866666666666668,99.99999999994546,2530.0,602.1019740104675,0.0,0.0,0.0,0.0,0.992,0.9838709677419356,3,1.0
binOCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,4.999999999999943,0.9866666666666668,99.99999999999996,116266.0,603.886456489563,0.0,0.0,0.0,0.0,0.992,0.9838709677419356,3,1.0
OCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,5968.0,0.9146666666666666,0.5361930294906166,1556.0,603.8176038265228,0.0,0.0,0.0,0.0,0.944,0.9193548387096774,3,1.0
BendersOCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,-2.0,0.9946666666666668,100.0,82797.0,600.0354218482971,4.12169075012207,3.9741530418396,65.0,60.0,0.992,0.9838709677419356,4,1.0
Cart,synthetic500_10_4.csv,375,4,0.0,600,,,0.944,,,0.0019941329956054,,,,,0.944,0.935483870967742,4,
FlowOCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,-5.0,0.9866666666666668,99.99999999996284,6209.0,602.0829975605011,0.0,0.0,0.0,0.0,0.992,0.9838709677419356,4,1.0
binOCT,synthetic500_10_4.csv,375,4,0.0,600,9.0,4.999868071835882,0.9866666666666668,100.0,62689.0,603.8239772319794,0.0,0.0,0.0,0.0,0.992,0.9838709677419356,4,1.0
OCT,synthetic500_10_4.csv,375,4,0.0,600,2.0,5996.0,0.9893333333333332,0.0667111407605069,83.0,98.4334270954132,0.0,0.0,0.0,0.0,0.952,0.9919354838709676,4,1.0
BendersOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,-25.0,0.9333333333333332,100.0,42746.0,600.0343065261841,12.814297676086426,11.926691770553589,197.0,167.0,0.896,0.9112903225806452,1,1.0
Cart,synthetic500_10_5.csv,375,5,0.0,600,,,0.952,,,0.0019946098327636,,,,,0.912,0.935483870967742,1,
FlowOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,-15.999999501699849,0.9573333333333334,99.99999999999574,302.0,604.2414994239807,0.0,0.0,0.0,0.0,0.896,0.9516129032258064,1,1.0
binOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,14.999999999999991,0.96,100.0,33751.0,610.3635332584381,0.0,0.0,0.0,0.0,0.912,0.9435483870967742,1,1.0
OCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,11929.0,0.8106666666666666,0.5951881968312516,76.0,607.4814896583557,0.0,0.0,0.0,0.0,0.704,0.8306451612903226,1,1.0
BendersOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,-16.99999969999999,0.9546666666666668,100.0,41858.0,600.0298397541046,11.665015697479248,10.889215230941772,170.0,146.0,0.864,0.9274193548387096,2,1.0
Cart,synthetic500_10_5.csv,375,5,0.0,600,,,0.944,,,0.00199556350708,,,,,0.888,0.967741935483871,2,
FlowOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,-16.0,0.9573333333333334,99.99999999998934,1525.0,604.200273513794,0.0,0.0,0.0,0.0,0.904,0.967741935483871,2,1.0
binOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,14.999999999999943,0.96,100.0,36107.0,610.1981921195984,0.0,0.0,0.0,0.0,0.896,0.967741935483871,2,1.0
OCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,11966.0,0.9093333333333332,0.2841383921109811,462.0,608.7852959632874,0.0,0.0,0.0,0.0,0.848,0.9274193548387096,2,1.0
BendersOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,-32.99999867029334,0.912,100.0,38936.0,600.0272212028503,12.743359088897703,12.09255075454712,193.0,172.0,0.832,0.9193548387096774,3,1.0
Cart,synthetic500_10_5.csv,375,5,0.0,600,,,0.9546666666666668,,,0.0019953250885009,,,,,0.896,0.9758064516129032,3,
FlowOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,-15.999999503116667,0.9573333333333334,99.99999999999184,517.0,604.2952597141266,0.0,0.0,0.0,0.0,0.92,0.9758064516129032,3,1.0
binOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,15.9998851180476,0.9573333333333334,100.0,19152.0,609.9729423522949,0.0,0.0,0.0,0.0,0.92,0.9758064516129032,3,1.0
OCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,11953.0,0.8746666666666667,0.3932067263448507,1173.0,608.0257837772369,0.0,0.0,0.0,0.0,0.856,0.8951612903225806,3,1.0
BendersOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,-11.999999792316656,0.968,100.0,38806.0,600.0558383464813,12.140217781066896,11.45334815979004,179.0,155.0,0.92,0.9596774193548387,4,1.0
Cart,synthetic500_10_5.csv,375,5,0.0,600,,,0.9573333333333334,,,0.0019943714141845,,,,,0.888,0.9516129032258064,4,
FlowOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,-14.0,0.9626666666666668,99.99999999998944,518.0,604.6803300380707,0.0,0.0,0.0,0.0,0.896,0.9596774193548387,4,1.0
binOCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,13.999999999999948,0.9626666666666668,100.0,27882.0,609.8379735946655,0.0,0.0,0.0,0.0,0.888,0.967741935483871,4,1.0
OCT,synthetic500_10_5.csv,375,5,0.0,600,9.0,11975.0,0.9333333333333332,0.208768267223382,1436.0,607.6383402347565,0.0,0.0,0.0,0.0,0.84,0.9435483870967742,4,1.0
BendersOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,89.0,2.892518997192383,1.852449893951416,1.8025810718536377,17.0,15.0,1.0,1.0,1,1.0
Cart,synthetic500_30_2.csv,375,2,0.0,600,,,0.928,,,0.00299072265625,,,,,0.872,0.8870967741935484,1,
FlowOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,760.0,73.60510349273682,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0
binOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,0.0,1.0,0.0,842.0,9.253908395767212,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0
OCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,1500.0,1.0,0.0,44.0,20.85432195663452,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0
BendersOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,489.0,6.13409161567688,1.8153038024902344,1.7514750957489014,20.0,18.0,1.0,1.0,2,1.0
Cart,synthetic500_30_2.csv,375,2,0.0,600,,,0.9226666666666666,,,0.0019946098327636,,,,,0.896,0.9193548387096774,2,
FlowOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,35.0,17.837689876556396,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
binOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,0.0,1.0,0.0,1.0,2.6841042041778564,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
OCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,1500.0,1.0,0.0,27.0,22.12618637084961,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
BendersOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,656.0,10.619223356246948,1.8249282836914065,1.7641146183013916,22.0,19.0,1.0,1.0,3,1.0
Cart,synthetic500_30_2.csv,375,2,0.0,600,,,0.9226666666666666,,,0.0019888877868652,,,,,0.896,0.9516129032258064,3,
FlowOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,1.0,11.055330991744995,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
binOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,0.0,1.0,0.0,1.0,3.3054990768432617,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
OCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,1500.0,1.0,0.0,1.0,6.023279428482056,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
BendersOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,255.0,2.8786327838897705,1.68021821975708,1.6423602104187012,23.0,21.0,1.0,1.0,4,1.0
Cart,synthetic500_30_2.csv,375,2,0.0,600,,,0.9013333333333332,,,0.0029973983764648,,,,,0.96,0.9032258064516128,4,
FlowOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,-0.0,1.0,0.0,1015.0,89.95392727851868,0.0,0.0,0.0,0.0,1.0,1.0,4,1.0
binOCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,0.0,1.0,0.0,7545.0,57.29250717163086,0.0,0.0,0.0,0.0,1.0,1.0,4,1.0
OCT,synthetic500_30_2.csv,375,2,0.0,600,2.0,1500.0,1.0,0.0,369.0,34.15468645095825,0.0,0.0,0.0,0.0,1.0,1.0,4,1.0
BendersOCT,synthetic500_30_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,513.0,15.343093156814575,3.4500107765197754,3.3972315788269043,26.0,24.0,1.0,1.0,1,1.0
Cart,synthetic500_30_3.csv,375,3,0.0,600,,,0.9386666666666666,,,0.0019929409027099,,,,,0.888,0.9112903225806452,1,
FlowOCT,synthetic500_30_3.csv,375,3,0.0,600,9.0,-20.0,0.9466666666666668,99.99999999998607,3825.0,602.1733603477478,0.0,0.0,0.0,0.0,0.888,0.935483870967742,1,1.0
binOCT,synthetic500_30_3.csv,375,3,0.0,600,9.0,20.0,0.9466666666666668,100.0,10203.0,604.6716940402985,0.0,0.0,0.0,0.0,0.912,0.935483870967742,1,1.0
OCT,synthetic500_30_3.csv,375,3,0.0,600,2.0,3000.0,1.0,0.0,2245.0,339.69841265678406,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0
BendersOCT,synthetic500_30_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,8479.0,181.4627261161804,4.0614659786224365,3.966766595840454,41.0,37.0,1.0,1.0,2,1.0
Cart,synthetic500_30_3.csv,375,3,0.0,600,,,0.9173333333333332,,,0.0029892921447753,,,,,0.944,0.9112903225806452,2,
FlowOCT,synthetic500_30_3.csv,375,3,0.0,600,9.0,-24.0,0.936,99.99999999997868,3128.0,602.435366153717,0.0,0.0,0.0,0.0,0.848,0.9193548387096774,2,1.0
binOCT,synthetic500_30_3.csv,375,3,0.0,600,2.0,0.0,1.0,0.0,2471.0,208.1204252243042,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
OCT,synthetic500_30_3.csv,375,3,0.0,600,2.0,3000.0,1.0,0.0,570.0,418.8030066490173,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
BendersOCT,synthetic500_30_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,11504.0,163.72124218940735,3.85406494140625,3.778307199478149,39.0,36.0,1.0,1.0,3,1.0
Cart,synthetic500_30_3.csv,375,3,0.0,600,,,0.952,,,0.0019896030426025,,,,,0.896,0.9193548387096774,3,
FlowOCT,synthetic500_30_3.csv,375,3,0.0,600,9.0,-18.0,0.952,99.99999999998452,2323.0,602.319452047348,0.0,0.0,0.0,0.0,0.896,0.9193548387096774,3,1.0
binOCT,synthetic500_30_3.csv,375,3,0.0,600,9.0,18.0,0.952,99.99999999999996,8749.0,604.8377187252045,0.0,0.0,0.0,0.0,0.896,0.9193548387096774,3,1.0
OCT,synthetic500_30_3.csv,375,3,0.0,600,2.0,3000.0,1.0,0.0,1975.0,493.09452867507935,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
BendersOCT,synthetic500_30_3.csv,375,3,0.0,600,2.0,-0.0,1.0,0.0,13440.0,361.113983631134,4.648675918579102,4.5569257736206055,43.0,40.0,1.0,1.0,4,1.0
Cart,synthetic500_30_3.csv,375,3,0.0,600,,,0.936,,,0.0029878616333007,,,,,0.896,0.9596774193548387,4,
FlowOCT,synthetic500_30_3.csv,375,3,0.0,600,9.0,-21.0,0.944,99.9999999999868,2175.0,602.0369777679443,0.0,0.0,0.0,0.0,0.92,0.9596774193548387,4,1.0
binOCT,synthetic500_30_3.csv,375,3,0.0,600,9.0,20.99999846918261,0.944,100.0,10361.0,604.5111815929413,0.0,0.0,0.0,0.0,0.92,0.9596774193548387,4,1.0
OCT,synthetic500_30_3.csv,375,3,0.0,600,9.0,2977.0,0.9386666666666666,0.7725898555592879,1793.0,602.8144829273224,0.0,0.0,0.0,0.0,0.904,0.9596774193548387,4,1.0
BendersOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,-22.999999921568644,0.9386666666666666,100.0,9429.0,600.0328814983368,9.6712646484375,9.233574867248535,110.0,95.0,0.944,0.9516129032258064,1,1.0
Cart,synthetic500_30_4.csv,375,4,0.0,600,,,0.9413333333333334,,,0.0039877891540527,,,,,0.912,0.9274193548387096,1,
FlowOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,-21.0,0.944,99.9999999999935,191.0,603.9581763744354,0.0,0.0,0.0,0.0,0.92,0.9435483870967742,1,1.0
binOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,22.0,0.9413333333333334,100.0,10202.0,609.801430940628,0.0,0.0,0.0,0.0,0.912,0.9274193548387096,1,1.0
OCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,5978.0,0.9413333333333334,0.3680160588825694,3038.0,606.856547832489,0.0,0.0,0.0,0.0,0.912,0.9274193548387096,1,1.0
BendersOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,-31.0,0.9173333333333332,100.0,12727.0,600.0395791530609,10.641846895217896,10.14639925956726,119.0,100.0,0.944,0.9274193548387096,2,1.0
Cart,synthetic500_30_4.csv,375,4,0.0,600,,,0.9333333333333332,,,0.0029928684234619,,,,,0.904,0.9274193548387096,2,
FlowOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,-24.0,0.936,99.99999999991948,93.0,603.9138977527618,0.0,0.0,0.0,0.0,0.912,0.9435483870967742,2,1.0
binOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,22.99999999999992,0.9386666666666666,100.0,13480.0,610.2513103485107,0.0,0.0,0.0,0.0,0.912,0.967741935483871,2,1.0
OCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,5981.0,0.9493333333333334,0.3176726299949841,1289.0,607.2641410827637,0.0,0.0,0.0,0.0,0.904,0.9838709677419356,2,1.0
BendersOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,-38.0,0.8986666666666666,100.0,15196.0,600.0521161556244,9.787839412689207,9.302364349365234,103.0,87.0,0.872,0.8629032258064516,3,1.0
Cart,synthetic500_30_4.csv,375,4,0.0,600,,,0.944,,,0.0039889812469482,,,,,0.872,0.9193548387096774,3,
FlowOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,-21.0,0.944,99.99999999999648,422.0,603.6879804134369,0.0,0.0,0.0,0.0,0.872,0.9193548387096774,3,1.0
binOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,21.0,0.944,100.0,12544.0,610.6856815814972,0.0,0.0,0.0,0.0,0.872,0.9032258064516128,3,1.0
OCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,5979.0,0.944,0.3512293025589563,2051.0,606.4175465106964,0.0,0.0,0.0,0.0,0.88,0.9112903225806452,3,1.0
BendersOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,-50.0,0.8666666666666667,100.0,14778.0,600.0322277545929,8.23398470878601,8.073367357254028,81.0,76.0,0.84,0.8387096774193549,4,1.0
Cart,synthetic500_30_4.csv,375,4,0.0,600,,,0.9493333333333334,,,0.0029911994934082,,,,,0.888,0.9516129032258064,4,
FlowOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,-19.0,0.9493333333333334,99.99999999999012,1.0,603.9333956241608,0.0,0.0,0.0,0.0,0.888,0.9516129032258064,4,1.0
binOCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,19.0,0.9493333333333334,100.0,14674.0,610.0055232048035,0.0,0.0,0.0,0.0,0.888,0.9516129032258064,4,1.0
OCT,synthetic500_30_4.csv,375,4,0.0,600,9.0,5981.0,0.9493333333333334,0.3176726299949841,1536.0,607.2707335948944,0.0,0.0,0.0,0.0,0.888,0.9516129032258064,4,1.0
BendersOCT,synthetic500_30_5.csv,375,5,0.0,600,9.0,-59.0,0.8426666666666667,100.0,8521.0,600.0734648704529,24.0352635383606,23.383278369903564,211.0,193.0,0.784,0.8306451612903226,1,1.0
Cart,synthetic500_30_5.csv,375,5,0.0,600,,,0.8933333333333333,,,0.0059857368469238,,,,,0.816,0.8951612903225806,1,
FlowOCT,synthetic500_30_5.csv,375,5,0.0,600,9.0,-40.0,0.8933333333333333,99.99999999999817,1.0,608.5859754085541,0.0,0.0,0.0,0.0,0.808,0.8951612903225806,1,1.0
binOCT,synthetic500_30_5.csv,375,5,0.0,600,9.0,38.0,0.8986666666666666,100.0,20404.0,625.7356283664703,0.0,0.0,0.0,0.0,0.816,0.9193548387096774,1,1.0
OCT,synthetic500_30_5.csv,375,5,0.0,600,9.0,11913.0,0.768,0.7302946361118107,1.0,618.8917915821075,0.0,0.0,0.0,0.0,0.76,0.782258064516129,1,1.0
Cart,monk1_enc.csv,93,2,0.0,600,,,0.7634408602150538,,,0.0029845237731933,,,,,0.7096774193548387,0.7741935483870968,1,
BendersOCT,monk1_enc.csv,93,2,0.0,600,2.0,-17.0,0.8172043010752689,0.0,410.0,0.6662905216217041,0.2315332889556884,0.2204823493957519,24.0,20.0,0.7741935483870968,0.7419354838709677,1,1.0
FlowOCT,monk1_enc.csv,93,2,0.0,600,2.0,-17.0,0.8172043010752689,0.0,559.0,1.7646222114562988,0.0,0.0,0.0,0.0,0.7741935483870968,0.7419354838709677,1,1.0
binOCT,monk1_enc.csv,93,2,0.0,600,2.0,16.999999999998998,0.8172043010752689,0.0,948.0,1.1932284832000732,0.0,0.0,0.0,0.0,0.7741935483870968,0.7419354838709677,1,1.0
OCT,monk1_enc.csv,93,2,0.0,600,2.0,355.0,0.8172043010752689,0.0,419.0,2.025359630584717,0.0,0.0,0.0,0.0,0.7741935483870968,0.7419354838709677,1,1.0
Cart,monk1_enc.csv,93,2,0.0,600,,,0.7634408602150538,,,0.0029921531677246,,,,,0.6451612903225806,0.8064516129032258,2,
BendersOCT,monk1_enc.csv,93,2,0.0,600,2.0,-11.0,0.8817204301075269,0.0,229.0,0.5324990749359131,0.278195858001709,0.2662661075592041,27.0,23.0,0.6451612903225806,0.8387096774193549,2,1.0
FlowOCT,monk1_enc.csv,93,2,0.0,600,2.0,-11.0,0.8817204301075269,0.0,325.0,1.3107349872589111,0.0,0.0,0.0,0.0,0.6451612903225806,0.8387096774193549,2,1.0
binOCT,monk1_enc.csv,93,2,0.0,600,2.0,10.999999999999927,0.8817204301075269,0.0,993.0,1.4551966190338137,0.0,0.0,0.0,0.0,0.6451612903225806,0.8387096774193549,2,1.0
OCT,monk1_enc.csv,93,2,0.0,600,2.0,361.0,0.8817204301075269,0.0,308.0,2.6935808658599854,0.0,0.0,0.0,0.0,0.6451612903225806,0.8387096774193549,2,1.0
Cart,monk1_enc.csv,93,2,0.0,600,,,0.7741935483870968,,,0.0039911270141601,,,,,0.6774193548387096,0.8064516129032258,3,
BendersOCT,monk1_enc.csv,93,2,0.0,600,2.0,-16.0,0.8279569892473119,0.0,244.0,3.5774266719818115,1.5977058410644531,1.5787639617919922,29.0,26.0,0.8064516129032258,0.8709677419354839,3,1.0
