approach,dataset,nrow,depth,lambda,time_limit,status,obj_value,train_acc,gap,node_count,solving_time,cb_time_int,cb_time_int_suc,cb_counter_int,cb_counter_int_suc,test_acc,calib_acc,sample,warmstart
FlowOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,-122.0,0.7393162393162394,48.26534502478223,4395.0,601.5265531539917,0.0,0.0,0.0,0.0,0.7133757961783439,0.6645161290322581,1,1.0
binOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,127.0,0.7286324786324786,73.88550115446095,55518.0,602.5571732521057,0.0,0.0,0.0,0.0,0.7006369426751592,0.6451612903225806,1,1.0
OCT,balance-scale_enc.csv,468,3,0.0,600,9.0,3622.0,0.7393162393162394,3.368304803975704,2959.0,601.987468957901,0.0,0.0,0.0,0.0,0.7133757961783439,0.6645161290322581,1,1.0
Cart,balance-scale_enc.csv,468,3,0.0,600,,,0.6837606837606838,,,0.0030269622802734,,,,,0.7133757961783439,0.6516129032258065,2,
BendersOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,-126.0,0.7307692307692307,8.730158730158594,120974.0,600.0185332298279,4.47945237159729,4.346876859664917,83.0,75.0,0.7515923566878981,0.7290322580645161,2,1.0
FlowOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,-128.0,0.7264957264957265,50.68359374999896,3481.0,601.5557968616486,0.0,0.0,0.0,0.0,0.7133757961783439,0.7612903225806451,2,1.0
binOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,128.0,0.7264957264957265,80.30605509749185,53667.0,602.7271888256073,0.0,0.0,0.0,0.0,0.7515923566878981,0.7032258064516129,2,1.0
OCT,balance-scale_enc.csv,468,3,0.0,600,9.0,3614.0,0.7222222222222222,3.597122302158273,2123.0,601.9834232330322,0.0,0.0,0.0,0.0,0.7261146496815286,0.7354838709677419,2,1.0
Cart,balance-scale_enc.csv,468,3,0.0,600,,,0.6901709401709402,,,0.0019936561584472,,,,,0.7070063694267515,0.6709677419354839,3,
BendersOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,-121.0,0.7414529914529915,6.611570247933779,109153.0,600.0169460773468,4.791356325149536,4.529918432235718,103.0,87.0,0.732484076433121,0.7354838709677419,3,1.0
FlowOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,-120.0,0.7435897435897436,48.749999999997726,4647.0,601.5713908672333,0.0,0.0,0.0,0.0,0.7133757961783439,0.7225806451612903,3,1.0
binOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,122.99999726083378,0.7371794871794872,74.79674740621218,43592.0,603.1244513988495,0.0,0.0,0.0,0.0,0.7197452229299363,0.7161290322580646,3,1.0
OCT,balance-scale_enc.csv,468,3,0.0,600,9.0,3617.0,0.7286324786324786,3.5111971246889686,2191.0,601.9651427268982,0.0,0.0,0.0,0.0,0.7070063694267515,0.7354838709677419,3,1.0
Cart,balance-scale_enc.csv,468,3,0.0,600,,,0.7029914529914529,,,0.0040259361267089,,,,,0.6687898089171974,0.6645161290322581,4,
BendersOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,-115.0,0.7542735042735043,3.478260869565143,115622.0,600.0201528072357,4.46531081199646,4.253856420516968,94.0,82.0,0.6942675159235668,0.7161290322580646,4,1.0
FlowOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,-120.0,0.7435897435897436,49.33333333333792,3674.0,601.551399230957,0.0,0.0,0.0,0.0,0.7006369426751592,0.7290322580645161,4,1.0
binOCT,balance-scale_enc.csv,468,3,0.0,600,9.0,119.99981423554026,0.7435897435897436,63.33327657188283,41498.0,602.5233917236328,0.0,0.0,0.0,0.0,0.7006369426751592,0.7290322580645161,4,1.0
OCT,balance-scale_enc.csv,468,3,0.0,600,9.0,3620.0,0.7350427350427351,3.425414364640884,1674.0,602.0090618133545,0.0,0.0,0.0,0.0,0.7388535031847133,0.7354838709677419,4,1.0
Cart,balance-scale_enc.csv,468,4,0.0,600,,,0.7649572649572649,,,0.0030252933502197,,,,,0.7070063694267515,0.6967741935483871,1,
BendersOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,-112.0,0.7606837606837606,54.166666666666885,53477.0,600.0189576148987,7.002779722213745,6.682032346725464,130.0,116.0,0.7579617834394905,0.6967741935483871,1,1.0
FlowOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,-126.0,0.7350427350427351,99.99999999999515,21.0,602.9462654590607,0.0,0.0,0.0,0.0,0.7643312101910829,0.6838709677419355,1,1.0
binOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,110.9999999999991,0.7628205128205128,100.0,28656.0,605.472039937973,0.0,0.0,0.0,0.0,0.802547770700637,0.7161290322580646,1,1.0
OCT,balance-scale_enc.csv,468,4,0.0,600,9.0,7378.0,0.7649572649572649,1.4909189482244511,1541.0,604.5732069015503,0.0,0.0,0.0,0.0,0.7643312101910829,0.7032258064516129,1,1.0
Cart,balance-scale_enc.csv,468,4,0.0,600,,,0.6923076923076923,,,0.0020277500152587,,,,,0.7261146496815286,0.6645161290322581,2,
BendersOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,-107.0,0.7713675213675214,48.909657320872256,43440.0,600.0242626667023,9.23752236366272,8.845753192901611,149.0,132.0,0.7388535031847133,0.7741935483870968,2,1.0
FlowOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,-123.0,0.7371794871794872,99.9999999999918,75.0,603.0603775978088,0.0,0.0,0.0,0.0,0.7515923566878981,0.7612903225806451,2,1.0
binOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,109.99999999999784,0.7649572649572649,100.0,12225.0,605.5497350692749,0.0,0.0,0.0,0.0,0.7707006369426752,0.7741935483870968,2,1.0
OCT,balance-scale_enc.csv,468,4,0.0,600,9.0,7377.0,0.7628205128205128,1.5046766978446524,1025.0,604.5511221885681,0.0,0.0,0.0,0.0,0.7579617834394905,0.7935483870967742,2,1.0
Cart,balance-scale_enc.csv,468,4,0.0,600,,,0.7158119658119658,,,0.002962589263916,,,,,0.6751592356687898,0.6838709677419355,3,
BendersOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,-113.0,0.7585470085470085,61.06194690265486,41851.0,600.0257608890533,7.457297086715698,7.053369998931885,128.0,111.0,0.7133757961783439,0.7483870967741936,3,1.0
FlowOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,-111.0,0.7628205128205128,99.9999999999939,54.0,603.1146595478058,0.0,0.0,0.0,0.0,0.7197452229299363,0.7548387096774194,3,1.0
binOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,104.99999999999724,0.7756410256410257,100.0,22592.0,605.4428663253784,0.0,0.0,0.0,0.0,0.6751592356687898,0.7612903225806451,3,1.0
OCT,balance-scale_enc.csv,468,4,0.0,600,9.0,7364.0,0.7350427350427351,1.6838674633351438,2051.0,604.4874460697174,0.0,0.0,0.0,0.0,0.6560509554140127,0.8,3,1.0
Cart,balance-scale_enc.csv,468,4,0.0,600,,,0.7200854700854701,,,0.0039880275726318,,,,,0.6815286624203821,0.6838709677419355,4,
BendersOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,-109.0,0.7670940170940171,54.74006116207939,54183.0,600.0235409736633,8.748326539993286,8.268773794174194,178.0,158.0,0.7197452229299363,0.7548387096774194,4,1.0
FlowOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,-112.0,0.7606837606837606,99.99999999999449,55.0,603.1445231437683,0.0,0.0,0.0,0.0,0.7388535031847133,0.7483870967741936,4,1.0
binOCT,balance-scale_enc.csv,468,4,0.0,600,9.0,104.99999999999994,0.7756410256410257,100.0,17972.0,605.7015542984009,0.0,0.0,0.0,0.0,0.7261146496815286,0.7354838709677419,4,1.0
OCT,balance-scale_enc.csv,468,4,0.0,600,9.0,7376.0,0.7606837606837606,1.5184381778741864,633.0,604.6065745353699,0.0,0.0,0.0,0.0,0.7070063694267515,0.7419354838709677,4,1.0
Cart,balance-scale_enc.csv,468,5,0.0,600,,,0.7948717948717948,,,0.0020368099212646,,,,,0.7006369426751592,0.7419354838709677,1,
BendersOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,-92.9999989108,0.8012820512820513,100.0,16696.0,600.0418853759766,15.355096817016602,14.759787321090698,207.0,187.0,0.7961783439490446,0.7677419354838709,1,1.0
FlowOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,-108.0,0.7692307692307693,99.99999999999744,1.0,605.8484470844269,0.0,0.0,0.0,0.0,0.8089171974522293,0.7354838709677419,1,1.0
binOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,94.0,0.7991452991452992,100.0,10202.0,613.8643705844879,0.0,0.0,0.0,0.0,0.7707006369426752,0.7935483870967742,1,1.0
OCT,balance-scale_enc.csv,468,5,0.0,600,9.0,14856.0,0.7435897435897436,0.8077544426494345,239.0,611.4073855876923,0.0,0.0,0.0,0.0,0.7133757961783439,0.6903225806451613,1,1.0
Cart,balance-scale_enc.csv,468,5,0.0,600,,,0.7799145299145299,,,0.0109710693359375,,,,,0.7707006369426752,0.8193548387096774,2,
BendersOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,-102.0,0.782051282051282,100.0,14766.0,600.051349401474,17.727783918380737,16.899704933166504,251.0,226.0,0.732484076433121,0.7806451612903226,2,1.0
FlowOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,-99.0,0.7884615384615384,99.99999999999476,1.0,605.7226984500885,0.0,0.0,0.0,0.0,0.7579617834394905,0.8,2,1.0
binOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,96.99999910908994,0.7927350427350427,100.0,10202.0,614.0218966007233,0.0,0.0,0.0,0.0,0.8089171974522293,0.8064516129032258,2,1.0
OCT,balance-scale_enc.csv,468,5,0.0,600,9.0,14860.0,0.7521367521367521,0.7806191117092867,439.0,611.0196440219879,0.0,0.0,0.0,0.0,0.7898089171974523,0.7741935483870968,2,1.0
Cart,balance-scale_enc.csv,468,5,0.0,600,,,0.7970085470085471,,,0.0049858093261718,,,,,0.7197452229299363,0.7741935483870968,3,
BendersOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,-89.0,0.8098290598290598,100.0,17661.0,600.0445444583893,16.056946516036987,15.111424922943115,240.0,213.0,0.7388535031847133,0.7935483870967742,3,1.0
FlowOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,-127.0,0.7286324786324786,99.99999999999535,1.0,605.7572257518768,0.0,0.0,0.0,0.0,0.6878980891719745,0.7225806451612903,3,1.0
binOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,88.99999974999699,0.8098290598290598,100.0,9059.0,614.1800379753113,0.0,0.0,0.0,0.0,0.7452229299363057,0.8193548387096774,3,1.0
OCT,balance-scale_enc.csv,468,5,0.0,600,9.0,14842.0,0.7136752136752137,0.9028432825764722,1.0,610.6632385253906,0.0,0.0,0.0,0.0,0.643312101910828,0.6838709677419355,3,1.0
Cart,balance-scale_enc.csv,468,5,0.0,600,,,0.7948717948717948,,,0.0019941329956054,,,,,0.7261146496815286,0.7483870967741936,4,
BendersOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,-81.9999991670619,0.8247863247863247,100.0,13294.0,600.0413119792938,12.865386724472046,11.90502667427063,189.0,160.0,0.7197452229299363,0.7870967741935484,4,1.0
FlowOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,-107.0,0.7713675213675214,99.99999999999444,1.0,605.2540173530579,0.0,0.0,0.0,0.0,0.7579617834394905,0.7483870967741936,4,1.0
binOCT,balance-scale_enc.csv,468,5,0.0,600,9.0,85.99999949999994,0.8162393162393162,100.0,10202.0,613.5059087276459,0.0,0.0,0.0,0.0,0.6624203821656051,0.7935483870967742,4,1.0
OCT,balance-scale_enc.csv,468,5,0.0,600,9.0,14863.0,0.7585470085470085,0.7602771984121645,1.0,610.2221169471741,0.0,0.0,0.0,0.0,0.7133757961783439,0.7806451612903226,4,1.0
CartCV,balance-scale_enc.csv,468,10,0.0,600,,,0.8717948717948718,,,0.0029923915863037,,,,,0.7834394904458599,0.8387096774193549,4,
Cart,kr-vs-kp_enc.csv,2397,2,0.0,600,,,0.7793074676679183,,,0.0029940605163574,,,,,0.772215269086358,0.7866161616161617,1,
BendersOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,2.0,-324.0,0.8648310387984981,0.0,1044.0,255.02396178245544,8.660894632339478,8.321777582168579,25.0,21.0,0.8823529411764706,0.8611111111111112,1,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,-377.0,0.8427200667501042,94.5994192112839,655.0,604.3310770988464,0.0,0.0,0.0,0.0,0.853566958698373,0.8383838383838383,1,1.0
binOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,324.0,0.8648310387984981,88.88888888890357,16813.0,610.0544340610504,0.0,0.0,0.0,0.0,0.8823529411764706,0.8611111111111112,1,1.0
OCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,9156.0,0.8197747183979975,4.718217562254259,287.0,604.7010798454285,0.0,0.0,0.0,0.0,0.8060075093867334,0.8396464646464646,1,1.0
Cart,kr-vs-kp_enc.csv,2397,2,0.0,600,,,0.785148101793909,,,0.0029890537261962,,,,,0.7546933667083855,0.7891414141414141,2,
BendersOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,-501.0,0.7909887359198998,76.13019286329818,1668.0,600.037282705307,8.806626319885254,8.63105821609497,21.0,19.0,0.7734668335419274,0.7992424242424242,2,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,-357.0,0.851063829787234,97.91416566626653,567.0,604.2630696296692,0.0,0.0,0.0,0.0,0.8285356695869838,0.8434343434343434,2,1.0
binOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,306.0,0.8723404255319149,100.0,8540.0,610.1063420772552,0.0,0.0,0.0,0.0,0.8598247809762203,0.8636363636363636,2,1.0
OCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,9073.0,0.785148101793909,5.676182078695029,553.0,604.6807713508606,0.0,0.0,0.0,0.0,0.7546933667083855,0.7891414141414141,2,1.0
Cart,kr-vs-kp_enc.csv,2397,2,0.0,600,,,0.7551105548602419,,,0.003986120223999,,,,,0.753441802252816,0.7537878787878788,3,
BendersOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,2.0,-320.0,0.866499791405924,0.0,1088.0,429.776978969574,9.235458850860596,8.885484218597412,25.0,21.0,0.8773466833541927,0.8787878787878788,3,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,-370.0,0.8456403838130997,96.86218093287636,645.0,604.3154003620148,0.0,0.0,0.0,0.0,0.8448060075093867,0.8459595959595959,3,1.0
binOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,319.9999999998756,0.866499791405924,99.40477219788788,13937.0,610.2402904033661,0.0,0.0,0.0,0.0,0.8773466833541927,0.8787878787878788,3,1.0
OCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,9039.0,0.7709637046307884,6.073680716893462,354.0,604.8912310600281,0.0,0.0,0.0,0.0,0.7972465581977471,0.7765151515151515,3,1.0
Cart,kr-vs-kp_enc.csv,2397,2,0.0,600,,,0.7776387150604923,,,0.0029900074005126,,,,,0.7772215269086358,0.7916666666666666,4,
BendersOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,2.0,-317.0,0.8677513558614935,0.0946372239762373,682.0,177.7321846485138,8.377008438110352,8.184524297714233,19.0,17.0,0.8735919899874843,0.8686868686868687,4,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,-443.0,0.8151856487275762,99.58684216855242,504.0,604.4108436107635,0.0,0.0,0.0,0.0,0.8197747183979975,0.8333333333333334,4,1.0
binOCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,373.0,0.8443888193575303,99.88530425650674,9861.0,610.2240927219391,0.0,0.0,0.0,0.0,0.8485607008760951,0.8333333333333334,4,1.0
OCT,kr-vs-kp_enc.csv,2397,2,0.0,600,9.0,8927.0,0.724238631622862,7.404503192561891,193.0,604.8857138156891,0.0,0.0,0.0,0.0,0.7409261576971214,0.7373737373737373,4,1.0
Cart,kr-vs-kp_enc.csv,2397,3,0.0,600,,,0.9027951606174384,,,0.00398850440979,,,,,0.9086357947434291,0.8939393939393939,1,
BendersOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,-233.0,0.9027951606174384,100.0,1274.0,600.0347430706024,17.67888307571411,17.56116032600403,27.0,26.0,0.9086357947434291,0.8939393939393939,1,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,-233.0,0.9027951606174384,99.99999999999416,1.0,610.0276317596436,0.0,0.0,0.0,0.0,0.9086357947434291,0.8939393939393939,1,1.0
binOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,233.0,0.9027951606174384,100.0,645.0,620.8754260540009,0.0,0.0,0.0,0.0,0.9086357947434291,0.8939393939393939,1,1.0
OCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,18286.0,0.6287025448477264,4.867111451383572,80.0,613.5628941059113,0.0,0.0,0.0,0.0,0.609511889862328,0.63510101010101,1,1.0
Cart,kr-vs-kp_enc.csv,2397,3,0.0,600,,,0.9107217355027116,,,0.0209500789642334,,,,,0.8848560700876095,0.904040404040404,2,
BendersOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,-214.0,0.9107217355027116,100.0,1715.0,600.0416235923767,20.71715474128723,20.57656693458557,26.0,25.0,0.8848560700876095,0.904040404040404,2,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,-214.0,0.9107217355027116,99.99999999999022,1.0,609.30317735672,0.0,0.0,0.0,0.0,0.8848560700876095,0.904040404040404,2,1.0
binOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,213.99999976223725,0.9107217355027116,100.0,734.0,621.0380082130432,0.0,0.0,0.0,0.0,0.8848560700876095,0.904040404040404,2,1.0
OCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,18126.0,0.5619524405506884,5.792783846408474,1.0,613.6430571079254,0.0,0.0,0.0,0.0,0.5356695869837297,0.5517676767676768,2,1.0
Cart,kr-vs-kp_enc.csv,2397,3,0.0,600,,,0.902377972465582,,,0.0069813728332519,,,,,0.9098873591989988,0.9090909090909092,3,
BendersOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,-234.0,0.902377972465582,100.0,2410.0,600.1560642719269,16.919963836669922,16.793301343917847,25.0,24.0,0.9098873591989988,0.9090909090909092,3,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,-234.0,0.902377972465582,99.99999999998816,1.0,609.3668205738068,0.0,0.0,0.0,0.0,0.9098873591989988,0.9090909090909092,3,1.0
binOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,234.0,0.902377972465582,100.0,1061.0,621.0181360244751,0.0,0.0,0.0,0.0,0.9098873591989988,0.9090909090909092,3,1.0
OCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,18477.0,0.7083854818523154,3.783081669102127,219.0,613.1522619724274,0.0,0.0,0.0,0.0,0.7083854818523154,0.7184343434343434,3,1.0
Cart,kr-vs-kp_enc.csv,2397,3,0.0,600,,,0.902377972465582,,,0.0039882659912109,,,,,0.9098873591989988,0.9002525252525253,4,
BendersOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,-234.0,0.902377972465582,100.0,1185.0,600.0443525314331,19.160977363586422,19.03930163383484,28.0,27.0,0.9098873591989988,0.9002525252525253,4,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,-234.0,0.902377972465582,99.99999999998602,1.0,609.4476983547211,0.0,0.0,0.0,0.0,0.9098873591989988,0.9002525252525253,4,1.0
binOCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,234.0,0.902377972465582,100.0,863.0,621.6714200973511,0.0,0.0,0.0,0.0,0.9098873591989988,0.9002525252525253,4,1.0
OCT,kr-vs-kp_enc.csv,2397,3,0.0,600,9.0,-inf,,inf,1.0,614.7327523231506,0.0,0.0,0.0,0.0,,,4,1.0
Cart,kr-vs-kp_enc.csv,2397,4,0.0,600,,,0.9415936587400918,,,0.0039894580841064,,,,,0.9386733416770964,0.941919191919192,1,
BendersOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,-140.0,0.9415936587400918,100.0,744.0,600.0560545921326,34.9735369682312,34.7710816860199,32.0,31.0,0.9386733416770964,0.941919191919192,1,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,-140.0,0.9415936587400918,100.0,1.0,619.3733351230621,0.0,0.0,0.0,0.0,0.9386733416770964,0.941919191919192,1,1.0
binOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,140.0,0.9415936587400918,100.0,530.0,647.9905965328217,0.0,0.0,0.0,0.0,0.9386733416770964,0.941919191919192,1,1.0
OCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,37321.0,0.5698790154359616,2.762519760992471,1.0,634.9800431728363,0.0,0.0,0.0,0.0,0.5481852315394243,0.5669191919191919,1,1.0
Cart,kr-vs-kp_enc.csv,2397,4,0.0,600,,,0.9478514810179391,,,0.0059828758239746,,,,,0.9198998748435544,0.9381313131313131,2,
BendersOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,-125.0,0.9478514810179391,100.0,1315.0,600.0790510177612,36.33460760116577,36.13912963867188,35.0,34.0,0.9198998748435544,0.9381313131313131,2,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,-125.0,0.9478514810179391,99.99999999998836,1.0,619.7782864570618,0.0,0.0,0.0,0.0,0.9198998748435544,0.9381313131313131,2,1.0
binOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,125.0,0.9478514810179391,100.0,536.0,647.9265246391296,0.0,0.0,0.0,0.0,0.9198998748435544,0.9381313131313131,2,1.0
OCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,37333.0,0.5748852732582395,2.729488656148716,1.0,634.19211769104,0.0,0.0,0.0,0.0,0.541927409261577,0.5643939393939394,2,1.0
Cart,kr-vs-kp_enc.csv,2397,4,0.0,600,,,0.9411764705882352,,,0.0049879550933837,,,,,0.939924906132666,0.9494949494949496,3,
BendersOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,-141.0,0.9411764705882352,100.0,510.0,600.3873102664948,35.08056402206421,34.91796636581421,35.0,34.0,0.939924906132666,0.9494949494949496,3,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,-141.0,0.9411764705882352,100.0,1.0,618.8080317974091,0.0,0.0,0.0,0.0,0.939924906132666,0.9494949494949496,3,1.0
binOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,141.0,0.9411764705882352,100.0,530.0,645.8872339725494,0.0,0.0,0.0,0.0,0.939924906132666,0.9494949494949496,3,1.0
OCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,37334.0,0.575302461410096,2.7267370225531686,1.0,633.858877658844,0.0,0.0,0.0,0.0,0.5757196495619524,0.6022727272727273,3,1.0
Cart,kr-vs-kp_enc.csv,2397,4,0.0,600,,,0.9390905298289528,,,0.0039899349212646,,,,,0.9461827284105132,0.9444444444444444,4,
BendersOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,-146.0,0.9390905298289528,100.0,510.0,600.0739443302155,33.34104347229004,33.14253211021423,32.0,31.0,0.9461827284105132,0.9444444444444444,4,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,-146.0,0.9390905298289528,99.99999999999967,1.0,619.8022892475128,0.0,0.0,0.0,0.0,0.9461827284105132,0.9444444444444444,4,1.0
binOCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,144.99999999999608,0.9395077179808092,100.0,531.0,647.4462733268738,0.0,0.0,0.0,0.0,0.9461827284105132,0.9444444444444444,4,1.0
OCT,kr-vs-kp_enc.csv,2397,4,0.0,600,9.0,-inf,,inf,1.0,635.8252971172333,0.0,0.0,0.0,0.0,,,4,1.0
Cart,kr-vs-kp_enc.csv,2397,5,0.0,600,,,0.9415936587400918,,,0.0049448013305664,,,,,0.9386733416770964,0.941919191919192,1,
BendersOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-140.0,0.9415936587400918,100.0,1005.0,600.079174041748,75.8166298866272,75.6142110824585,62.0,61.0,0.9386733416770964,0.941919191919192,1,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-140.0,0.9415936587400918,99.99999999999936,1.0,640.0209951400757,0.0,0.0,0.0,0.0,0.9386733416770964,0.941919191919192,1,1.0
binOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,140.0,0.9415936587400918,100.0,510.0,717.545295715332,0.0,0.0,0.0,0.0,0.9386733416770964,0.941919191919192,1,1.0
OCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-inf,,inf,1.0,686.3423235416412,0.0,0.0,0.0,0.0,,,1,1.0
Cart,kr-vs-kp_enc.csv,2397,5,0.0,600,,,0.9478514810179391,,,0.0059831142425537,,,,,0.9198998748435544,0.9381313131313131,2,
BendersOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-125.0,0.9478514810179391,100.0,510.0,600.0855782032013,50.63925647735596,50.44855308532715,41.0,40.0,0.9198998748435544,0.9381313131313131,2,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-125.0,0.9478514810179391,99.99999999999746,1.0,639.6068749427795,0.0,0.0,0.0,0.0,0.9198998748435544,0.9381313131313131,2,1.0
binOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,123.99999999999945,0.9482686691697956,100.0,510.0,723.6684992313385,0.0,0.0,0.0,0.0,0.921151439299124,0.9393939393939394,2,1.0
OCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,76184.0,0.7830621610346267,0.6825580174314816,1.0,686.2309482097626,0.0,0.0,0.0,0.0,0.7672090112640801,0.7727272727272727,2,1.0
Cart,kr-vs-kp_enc.csv,2397,5,0.0,600,,,0.9411764705882352,,,0.0069799423217773,,,,,0.939924906132666,0.9494949494949496,3,
BendersOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-141.0,0.9411764705882352,100.0,518.0,600.092205286026,50.70108437538147,50.517579317092896,37.0,36.0,0.939924906132666,0.9494949494949496,3,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-141.0,0.9411764705882352,99.99999999994678,1.0,639.4297606945038,0.0,0.0,0.0,0.0,0.939924906132666,0.9494949494949496,3,1.0
binOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,139.99999999997564,0.9415936587400918,100.0,512.0,723.6772449016571,0.0,0.0,0.0,0.0,0.9411764705882352,0.9507575757575758,3,1.0
OCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-inf,,inf,1.0,684.9026834964752,0.0,0.0,0.0,0.0,,,3,1.0
Cart,kr-vs-kp_enc.csv,2397,5,0.0,600,,,0.9390905298289528,,,0.0059485435485839,,,,,0.9461827284105132,0.9444444444444444,4,
BendersOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-146.0,0.9390905298289528,100.0,1707.0,600.1467382907867,74.83502244949341,74.6185655593872,58.0,57.0,0.9461827284105132,0.9444444444444444,4,1.0
FlowOCT,kr-vs-kp_enc.csv,2397,5,0.0,600,9.0,-146.0,0.9390905298289528,99.99999999997976,1.0,640.3177247047424,0.0,0.0,0.0,0.0,0.9461827284105132,0.9444444444444444,4,1.0
