approach,dataset,depth,obs_count,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc,mean_solv_time,std_solve_time,mean_gap,std_gap,mean_train_cart,mean_test_cart,enc_features
FlowOCT,soybean-small_enc.csv,4,35.0,1.0,0.0,0.9583333333333334,0.08333333333333331,1.424358308315277,0.6169580141399227,0.0,0.0,1.0,1.0,46
FlowOCT,soybean-small_enc.csv,5,35.0,1.0,0.0,0.8958333333333333,0.10485881160098265,1.7613440155982971,0.11726241725420194,0.0,0.0,1.0,1.0,46
OCT,balance-scale_enc.csv,2,468.0,0.6816239316239316,0.00971380462748282,0.6815286624203821,0.02895579978128631,34.865405201911926,6.093620701658477,0.029069855877738925,0.03356708034943355,0.6800213675213675,0.6863057324840764,21
OCT,balance-scale_enc.csv,3,468.0,0.7313034188034189,0.007478632478632527,0.7213375796178343,0.01412328523954361,601.9862741827965,0.018031176121172922,3.4755096488659576,0.100109356274275,0.7013888888888888,0.697452229299363,21
OCT,balance-scale_enc.csv,4,468.0,0.7558760683760684,0.013998037042046637,0.7213375796178344,0.05052231012437711,604.5545874238014,0.05023051530802259,1.5494753218196085,0.0902963963918931,0.7232905982905983,0.697452229299363,21
OCT,balance-scale_enc.csv,5,468.0,0.7419871794871795,0.01984420472329774,0.714968152866242,0.05983533193648393,610.8280962705612,0.5055214042729377,0.8128735088368395,0.0630541646251919,0.7916666666666666,0.7292993630573248,21
OCT,breast-cancer_enc.csv,2,207.0,0.78743961352657,0.011833283781561264,0.7071428571428571,0.03400680204068024,28.917203903198242,25.797019841495672,0.0,0.0,0.7765700483091788,0.7428571428571429,39
OCT,breast-cancer_enc.csv,3,207.0,0.821256038647343,0.014221837143845168,0.6964285714285714,0.04999999999999998,601.6100026965141,0.1219095869089807,2.285615201337813,0.1861514735838971,0.7934782608695652,0.7071428571428571,39
OCT,breast-cancer_enc.csv,4,207.0,0.8429951690821256,0.01952392214650911,0.6928571428571428,0.03595159254890833,603.4091928601265,0.059906732739622465,0.9911198318641242,0.12453897080125108,0.8200483091787439,0.7178571428571429,39
OCT,breast-cancer_enc.csv,5,207.0,0.8514492753623188,0.010711863684098284,0.7142857142857143,0.030860669992418398,608.3033446073532,0.7392411440919726,0.46639460137483774,0.033797321827486355,0.8538647342995169,0.725,39
OCT,car_evaluation_enc.csv,2,1296.0,0.7816358024691358,0.0032736425054933006,0.7662037037037037,0.009820927516479798,349.40779662132263,168.90469448094075,0.9227348961136514,1.818333125199757,0.7816358024691358,0.7662037037037037,20
OCT,car_evaluation_enc.csv,3,1296.0,0.7756558641975309,0.025848765432098825,0.7621527777777778,0.026820903301519584,1544.1092281341553,1875.6753261754009,2.886064137098782,0.3418845264012185,0.808641975308642,0.7962962962962963,20
OCT,car_evaluation_enc.csv,4,1296.0,0.8032407407407407,0.0,0.8055555555555556,0.0,611.489084482193,0.28099266154222013,0.0,0.0,0.8225308641975309,0.7962962962962963,20
OCT,car_evaluation_enc.csv,5,1296.0,0.6962448559670782,0.004249668632165221,0.7121913580246914,0.012749005896495634,627.5399935245514,0.40028027170292735,0.0,0.0,0.8682484567901234,0.859375,20
OCT,kr-vs-kp_enc.csv,2,2397.0,0.7750312891113893,0.03958435575423112,0.7747183979974969,0.0317775805465866,604.7896990180016,0.11437684985659194,5.96814588760116,1.1138257781064465,0.7743012098456403,0.7643929912390488,39
OCT,kr-vs-kp_enc.csv,3,2397.0,0.6330134890835767,0.07331164352518953,0.6178556528994577,0.08665973039006591,613.7727413773537,0.675146797631613,inf,0.0,0.9045682102628285,0.903316645807259,39
OCT,kr-vs-kp_enc.csv,4,2397.0,0.573355583368099,0.003018013407622133,0.5552774301209845,0.01797785684306649,634.7140839099884,0.8773740341058933,inf,0.0,0.9424280350438048,0.9361702127659575,39
OCT,kr-vs-kp_enc.csv,5,2397.0,0.7830621610346267,0.0,0.7672090112640801,0.0,686.0515322685242,0.7952269087831784,0.0,0.0,0.9424280350438048,0.9361702127659575,39
OCT,monk1_enc.csv,2,93.0,0.8387096774193549,0.0291184172209174,0.7016129032258065,0.1065818688258011,2.3777939677238464,0.5055057013913284,0.0,0.0,0.7688172043010753,0.6612903225806451,16
OCT,monk1_enc.csv,3,93.0,0.932795698924731,0.016129032258064627,0.8387096774193548,0.07449680892769359,389.3420804142952,147.61290678278186,0.20352781546811397,0.40705563093622793,0.8817204301075269,0.782258064516129,16
OCT,monk1_enc.csv,4,93.0,1.0,0.0,1.0,0.0,50.91411745548248,68.27033672308715,0.0,0.0,0.8817204301075269,0.782258064516129,16
